Threads,ArraySize,Time
1,1048576,0.113522
1,1048576,0.114346
1,1048576,0.116859
1,2097152,0.235649
1,2097152,0.237011
1,2097152,0.236734
1,4194304,0.487785
1,4194304,0.494341
1,4194304,0.49184
1,8388608,0.998162
1,8388608,1.011788
1,8388608,1.036309
1,16777216,2.104692
1,16777216,2.110931
1,16777216,2.099735
1,33554432,4.5159
1,33554432,4.324818
1,33554432,4.614815
1,67108864,8.973526
1,67108864,9.217125
1,67108864,8.883031
1,134217728,18.442948
1,134217728,19.279208
1,134217728,18.532196
1,268435456,37.152648
1,268435456,36.999345
1,268435456,37.417224
1,536870912,80.409108
1,536870912,79.632202
1,536870912,79.006999
1,1073741824,170.040745
1,1073741824,168.766796
1,1073741824,170.377763
2,1048576,0.085476
2,1048576,0.089468
2,1048576,0.086928
2,2097152,0.175339
2,2097152,0.182619
2,2097152,0.176205
2,4194304,0.362346
2,4194304,0.362438
2,4194304,0.365938
2,8388608,0.707206
2,8388608,0.728321
2,8388608,0.71836
2,16777216,1.531721
2,16777216,1.471349
2,16777216,1.466353
2,33554432,2.945488
2,33554432,2.790571
2,33554432,2.916513
2,67108864,6.013313
2,67108864,6.093883
2,67108864,5.905712
2,134217728,11.849695
2,134217728,11.964464
2,134217728,12.240831
2,268435456,23.795454
2,268435456,23.551549
2,268435456,23.398289
2,536870912,52.829476
2,536870912,52.100708
2,536870912,51.848484
2,1073741824,114.999184
2,1073741824,111.817168
2,1073741824,115.863241
3,1048576,0.081352
3,1048576,0.079512
3,1048576,0.079418
3,2097152,0.159994
3,2097152,0.157091
3,2097152,0.161958
3,4194304,0.324002
3,4194304,0.322907
3,4194304,0.312036
3,8388608,0.638176
3,8388608,0.650237
3,8388608,0.653954
3,16777216,1.338167
3,16777216,1.315075
3,16777216,1.311148
3,33554432,2.683692
3,33554432,2.704377
3,33554432,2.614866
3,67108864,5.151979
3,67108864,5.464688
3,67108864,5.307022
3,134217728,10.980517
3,134217728,10.891389
3,134217728,10.410335
3,268435456,21.950455
3,268435456,22.196463
3,268435456,20.50454
3,536870912,46.977907
3,536870912,47.955898
3,536870912,46.573976
3,1073741824,102.872095
3,1073741824,98.098949
3,1073741824,100.498952
4,1048576,0.081828
4,1048576,0.080937
4,1048576,0.08169
4,2097152,0.167222
4,2097152,0.161564
4,2097152,0.163197
4,4194304,0.331133
4,4194304,0.331441
4,4194304,0.332583
4,8388608,0.637355
4,8388608,0.646069
4,8388608,0.62704
4,16777216,1.32461
4,16777216,1.290465
4,16777216,1.315268
4,33554432,2.484303
4,33554432,2.712844
4,33554432,2.547474
4,67108864,5.172311
4,67108864,4.97444
4,67108864,5.445671
4,134217728,10.609374
4,134217728,11.181638
4,134217728,10.613413
4,268435456,20.701918
4,268435456,21.560051
4,268435456,19.866936
4,536870912,44.213327
4,536870912,46.596317
4,536870912,44.035014
4,1073741824,100.024371
4,1073741824,97.924205
4,1073741824,100.960203
5,1048576,0.085685
5,1048576,0.084207
5,1048576,0.083888
5,2097152,0.167329
5,2097152,0.16698
5,2097152,0.166795
5,4194304,0.343089
5,4194304,0.337921
5,4194304,0.321931
5,8388608,0.657232
5,8388608,0.6751
5,8388608,0.645918
5,16777216,1.320749
5,16777216,1.316469
5,16777216,1.347468
5,33554432,2.673017
5,33554432,2.651097
5,33554432,2.61396
5,67108864,5.421355
5,67108864,5.322354
5,67108864,5.272844
5,134217728,11.079675
5,134217728,10.677643
5,134217728,10.737994
5,268435456,23.305867
5,268435456,20.453041
5,268435456,19.886679
5,536870912,45.164676
5,536870912,45.445754
5,536870912,46.781622
5,1073741824,102.817604
5,1073741824,105.758375
5,1073741824,103.108292
6,1048576,0.085689
6,1048576,0.086577
6,1048576,0.086663
6,2097152,0.174958
6,2097152,0.174096
6,2097152,0.176423
6,4194304,0.344983
6,4194304,0.345526
6,4194304,0.345109
6,8388608,0.692171
6,8388608,0.692375
6,8388608,0.681854
6,16777216,1.345067
6,16777216,1.371369
6,16777216,1.299546
6,33554432,2.659298
6,33554432,2.761918
6,33554432,2.727366
6,67108864,5.282766
6,67108864,5.23784
6,67108864,5.560032
6,134217728,11.173504
6,134217728,11.043097
6,134217728,10.590145
6,268435456,22.452283
6,268435456,21.101028
6,268435456,22.932232
6,536870912,48.814298
6,536870912,47.230468
6,536870912,47.668058
6,1073741824,105.748901
6,1073741824,104.02516
6,1073741824,105.901352
7,1048576,0.091879
7,1048576,0.091891
7,1048576,0.090445
7,2097152,0.180663
7,2097152,0.175349
7,2097152,0.176138
7,4194304,0.348939
7,4194304,0.351497
7,4194304,0.348843
7,8388608,0.708549
7,8388608,0.708902
7,8388608,0.678393
7,16777216,1.404779
7,16777216,1.408364
7,16777216,1.394672
7,33554432,2.725927
7,33554432,2.865772
7,33554432,2.772968
7,67108864,5.279381
7,67108864,5.434363
7,67108864,5.589955
7,134217728,11.400607
7,134217728,10.888773
7,134217728,12.235553
7,268435456,23.438305
7,268435456,22.0983
7,268435456,22.956145
7,536870912,47.9657
7,536870912,48.386137
7,536870912,48.177427
7,1073741824,107.77124
7,1073741824,108.140124
7,1073741824,108.519995
8,1048576,0.094481
8,1048576,0.095126
8,1048576,0.096674
8,2097152,0.17781
8,2097152,0.183637
8,2097152,0.188129
8,4194304,0.363172
8,4194304,0.364056
8,4194304,0.37239
8,8388608,0.71433
8,8388608,0.700472
8,8388608,0.703398
8,16777216,1.456383
8,16777216,1.426531
8,16777216,1.409445
8,33554432,2.887801
8,33554432,2.872262
8,33554432,2.872691
8,67108864,5.705619
8,67108864,5.715602
8,67108864,5.644873
8,134217728,11.415864
8,134217728,11.265101
8,134217728,11.096977
8,268435456,22.673527
8,268435456,22.936784
8,268435456,24.909284
8,536870912,51.173598
8,536870912,49.608497
8,536870912,53.807726
8,1073741824,112.188038
8,1073741824,107.226394
8,1073741824,109.896713
9,1048576,0.097935
9,1048576,0.097118
9,1048576,0.096754
9,2097152,0.186483
9,2097152,0.190604
9,2097152,0.188081
9,4194304,0.37338
9,4194304,0.367504
9,4194304,0.369166
9,8388608,0.732922
9,8388608,0.737487
9,8388608,0.731412
9,16777216,1.443196
9,16777216,1.453062
9,16777216,1.432108
9,33554432,2.870772
9,33554432,2.889875
9,33554432,2.888093
9,67108864,5.871471
9,67108864,5.917354
9,67108864,5.585754
9,134217728,11.663764
9,134217728,11.491972
9,134217728,11.682271
9,268435456,23.97984
9,268435456,23.434639
9,268435456,23.386866
9,536870912,50.040378
9,536870912,51.956003
9,536870912,52.192099
9,1073741824,113.111044
9,1073741824,115.369512
9,1073741824,113.712302
10,1048576,0.100522
10,1048576,0.099038
10,1048576,0.098499
10,2097152,0.199859
10,2097152,0.190154
10,2097152,0.196779
10,4194304,0.377014
10,4194304,0.379771
10,4194304,0.382466
10,8388608,0.742505
10,8388608,0.764581
10,8388608,0.748937
10,16777216,1.487577
10,16777216,1.531793
10,16777216,1.567221
10,33554432,3.036496
10,33554432,2.902953
10,33554432,2.98894
10,67108864,5.882299
10,67108864,6.064787
10,67108864,5.843287
10,134217728,11.623465
10,134217728,11.966609
10,134217728,11.573429
10,268435456,24.032107
10,268435456,24.882272
10,268435456,25.29006
10,536870912,52.99508
10,536870912,51.347122
10,536870912,51.935458
10,1073741824,112.602392
10,1073741824,113.324964
10,1073741824,114.390253
11,1048576,0.103506
11,1048576,0.09952
11,1048576,0.102104
11,2097152,0.196139
11,2097152,0.199774
