Threads,ArraySize,Time
11,2097152,0.195364
11,4194304,0.383907
11,4194304,0.384968
11,4194304,0.389645
11,8388608,0.746615
11,8388608,0.745396
11,8388608,0.763871
11,16777216,1.483054
11,16777216,1.521404
11,16777216,1.527696
11,33554432,2.97296
11,33554432,3.096604
11,33554432,3.029622
11,67108864,5.964759
11,67108864,6.156809
11,67108864,5.9232
11,134217728,12.470692
11,134217728,12.151528
11,134217728,12.04807
11,268435456,24.459597
11,268435456,24.587224
11,268435456,22.822484
11,536870912,55.763954
11,536870912,52.827936
11,536870912,53.106764
11,1073741824,118.423849
11,1073741824,118.814019
11,1073741824,118.160436
12,1048576,0.115043
12,1048576,0.121173
12,1048576,0.113989
12,2097152,0.213017
12,2097152,0.206651
12,2097152,0.207787
12,4194304,0.384429
12,4194304,0.388986
12,4194304,0.389236
12,8388608,0.792533
12,8388608,0.779518
12,8388608,0.821487
12,16777216,1.557179
12,16777216,1.54821
12,16777216,1.537158
12,33554432,2.995458
12,33554432,3.121835
12,33554432,3.002151
12,67108864,6.268634
12,67108864,6.242053
12,67108864,6.193811
12,134217728,12.148325
12,134217728,11.639006
12,134217728,11.986785
12,268435456,24.159393
12,268435456,26.853945
12,268435456,26.632362
12,536870912,54.857926
12,536870912,55.461784
12,536870912,56.044752
12,1073741824,124.207779
12,1073741824,122.560992
12,1073741824,123.78189
