1, 65536, 0.015452
1, 65536, 0.014997
1, 65536, 0.014978
1, 131072, 0.031708
1, 131072, 0.032231
1, 131072, 0.031859
1, 262144, 0.064194
1, 262144, 0.062000
1, 262144, 0.061787
1, 524288, 0.128742
1, 524288, 0.127377
1, 524288, 0.127229
1, 1048576, 0.274213
1, 1048576, 0.300230
1, 1048576, 0.302032
1, 2097152, 0.575683
1, 2097152, 0.545611
1, 2097152, 0.585980
1, 4194304, 1.104220
1, 4194304, 1.074981
1, 4194304, 1.086794
1, 8388608, 2.156674
1, 8388608, 2.149778
1, 8388608, 2.147690
1, 16777216, 4.369247
1, 16777216, 4.370544
1, 16777216, 4.379108
1, 33554432, 8.858577
1, 33554432, 8.880713
1, 33554432, 8.861012
1, 67108864, 17.891970
1, 67108864, 18.252753
1, 67108864, 18.160840
1, 134217728, 36.933361
1, 134217728, 36.569613
1, 134217728, 36.390935
1, 268435456, 73.849438
1, 268435456, 73.758107
1, 268435456, 74.577844
1, 536870912, 150.810250
1, 536870912, 151.620821
1, 536870912, 150.347434
1, 1073741824, 307.042839
1, 1073741824, 308.244158
1, 1073741824, 303.090194
2, 65536, 0.010053
2, 65536, 0.009868
2, 65536, 0.010608
2, 131072, 0.027038
2, 131072, 0.026912
2, 131072, 0.024985
2, 262144, 0.033031
2, 262144, 0.033874
2, 262144, 0.034576
2, 524288, 0.080247
2, 524288, 0.098081
2, 524288, 0.063933
2, 1048576, 0.129322
2, 1048576, 0.128663
2, 1048576, 0.142281
2, 2097152, 0.417088
2, 2097152, 0.415332
2, 2097152, 0.281371
2, 4194304, 0.675230
2, 4194304, 0.571130
2, 4194304, 0.577207
2, 8388608, 1.191154
2, 8388608, 1.786933
2, 8388608, 1.530286
2, 16777216, 3.243715
2, 16777216, 2.243692
2, 16777216, 2.321026
2, 33554432, 6.802048
2, 33554432, 6.008606
2, 33554432, 4.767155
2, 67108864, 10.564776
2, 67108864, 10.693176
2, 67108864, 9.440986
2, 134217728, 23.077400
2, 134217728, 18.969311
2, 134217728, 20.659420
2, 268435456, 73.312028
2, 268435456, 52.280765
2, 268435456, 43.178754
2, 536870912, 115.205221
2, 536870912, 84.341478
2, 536870912, 112.754740
2, 1073741824, 214.045088
2, 1073741824, 233.294881
